group_id,check,camera_id,date,time_first_photo_in_group,group_size,num_image_per_group
436,September_Check,K4-1,2014-06-08,0.955775462962963,2,60
437,September_Check,K4-1,2014-06-09,0.03831018518518518,2,55
438,September_Check,K4-1,2014-06-09,0.13565972222222222,1,66
439,September_Check,K4-1,2014-06-09,0.29555555555555557,3,20
440,September_Check,K4-1,2014-06-11,0.1846412037037037,1,20
441,September_Check,K4-1,2014-06-11,0.3684375,1,10
442,September_Check,K4-1,2014-06-13,0.4275115740740741,1,13
443,September_Check,K4-1,2014-06-13,0.44002314814814814,1,14
444,September_Check,K4-1,2014-06-13,0.44568287037037035,1,21
445,September_Check,K4-1,2014-06-13,0.45152777777777775,1,5
446,September_Check,K4-1,2014-06-13,0.5049537037037037,1,40
447,September_Check,K4-1,2014-06-13,0.7773611111111111,1,5
448,September_Check,K4-1,2014-06-14,0.9517824074074074,1,5
449,September_Check,K4-1,2014-06-15,0.04875,3,60
450,September_Check,K4-1,2014-06-15,0.2342013888888889,1,15
451,September_Check,K4-1,2014-06-15,0.381724537037037,1,20
452,September_Check,K4-1,2014-06-15,0.8182754629629629,1,15
453,September_Check,K4-1,2014-06-15,0.9105092592592593,1,5
454,September_Check,K4-1,2014-06-16,0.3669791666666667,1,35
455,September_Check,K4-1,2014-06-17,0.23251157407407408,1,20
456,April_Check,K5-1,2013-12-09,0.030185185185185186,1,30
457,April_Check,K5-1,2013-12-17,0.25863425925925926,1,10
458,April_Check,K5-1,2013-12-18,0.8458449074074074,1,30
459,April_Check,K5-1,2013-12-22,0.885474537037037,1,5
460,April_Check,K5-1,2013-12-25,0.8943402777777778,1,4
461,April_Check,K5-1,2014-01-06,0.3162847222222222,1,11
462,April_Check,L3-1,2013-10-22,0.8207407407407408,2,28
463,April_Check,L3-1,2013-10-23,0.0640625,1,10
464,April_Check,L3-1,2013-10-23,0.0770949074074074,1,30
465,April_Check,L3-1,2013-10-23,0.3082986111111111,1,14
466,April_Check,L3-1,2013-10-23,0.31559027777777776,4,6
467,April_Check,L3-1,2013-10-23,0.32037037037037036,1,6
468,April_Check,L3-1,2013-10-23,0.3305092592592593,2,28
469,April_Check,L3-1,2013-10-23,0.9750694444444444,1,5
470,April_Check,L3-1,2013-10-24,0.06487268518518519,2,31
471,April_Check,L3-1,2013-10-24,0.1870601851851852,2,20
472,April_Check,L3-1,2013-10-24,0.2617476851851852,1,14
473,April_Check,L3-1,2013-10-24,0.9693981481481482,1,8
474,April_Check,L3-1,2013-10-25,0.15810185185185185,1,14
475,April_Check,L3-1,2013-10-25,0.19519675925925925,1,11
476,April_Check,L3-1,2013-10-26,0.25626157407407407,1,7
477,April_Check,L3-1,2013-10-26,0.768912037037037,1,5
478,April_Check,L3-1,2013-10-27,0.05611111111111111,1,9
479,April_Check,L3-1,2013-10-27,0.13645833333333332,1,7
480,April_Check,L3-1,2013-10-27,0.23993055555555556,2,6
481,April_Check,L3-1,2013-10-28,0.2775462962962963,1,11
482,April_Check,L3-1,2013-10-29,0.29508101851851853,3,42
483,April_Check,L3-1,2013-10-29,0.30797453703703703,1,10
484,April_Check,L3-1,2013-10-29,0.9601620370370371,1,6
485,April_Check,L3-1,2013-10-30,0.7913773148148148,1,12
486,April_Check,L3-1,2013-10-30,0.8705671296296297,1,4
487,April_Check,L3-1,2013-10-31,0.1935300925925926,2,22
488,April_Check,L3-1,2013-10-31,0.7965972222222222,2,26
489,April_Check,L3-1,2013-10-31,0.8955439814814815,1,10
490,April_Check,L3-1,2013-11-01,0.21366898148148147,1,12
491,April_Check,L3-1,2013-11-02,0.054907407407407405,1,5
492,April_Check,L3-1,2013-11-02,0.20609953703703704,3,20
493,April_Check,L3-1,2013-11-02,0.8050115740740741,1,13
494,April_Check,L3-1,2013-11-02,0.9650925925925926,2,21
495,April_Check,L3-1,2013-11-03,0.757175925925926,1,11
496,April_Check,L3-1,2013-11-04,0.06951388888888889,1,8
497,April_Check,L3-1,2013-11-04,0.1918287037037037,1,16
498,April_Check,L3-1,2013-11-04,0.1980787037037037,1,5
499,April_Check,L3-1,2013-11-04,0.9090972222222222,1,5
500,April_Check,L3-1,2013-11-05,0.1290162037037037,1,5
501,April_Check,L3-1,2013-11-05,0.8389467592592592,1,19
502,April_Check,L3-1,2013-11-06,0.1458449074074074,1,38
503,April_Check,L3-1,2013-11-07,0.17141203703703703,2,30
504,April_Check,L3-1,2013-11-07,0.1801851851851852,1,10
505,April_Check,L3-1,2013-11-07,0.3147800925925926,2,26
506,April_Check,L3-1,2013-11-08,0.2140162037037037,1,13
507,April_Check,L3-1,2013-11-08,0.22299768518518517,1,9
508,April_Check,L3-1,2013-11-08,0.29256944444444444,2,11
509,April_Check,L3-1,2013-11-09,0.19596064814814815,1,9
510,April_Check,L3-1,2013-11-09,0.7890277777777778,1,9
511,April_Check,L3-1,2013-11-11,0.9639236111111111,1,8
512,April_Check,L3-1,2013-11-11,0.9980555555555556,1,2
513,April_Check,L3-1,2013-11-12,0.031087962962962963,1,10
514,April_Check,L3-1,2013-11-12,0.21636574074074075,2,9
515,April_Check,L3-1,2013-11-12,0.34987268518518516,1,2
516,April_Check,L3-1,2013-11-12,0.7860185185185186,1,5
517,April_Check,L3-1,2013-11-13,0.009953703703703704,1,5
518,April_Check,L3-1,2013-11-13,0.2418287037037037,1,6
519,April_Check,L3-1,2013-11-13,0.7743865740740741,1,11
520,April_Check,L3-1,2013-11-14,0.12635416666666666,1,5
521,April_Check,L3-1,2013-11-14,0.26415509259259257,1,5
522,April_Check,L3-1,2013-11-15,0.13190972222222222,2,14
523,April_Check,L3-1,2013-11-15,0.17056712962962964,1,14
524,April_Check,L3-1,2013-11-15,0.23586805555555557,1,5
525,April_Check,L3-1,2013-11-15,0.2403472222222222,1,15
526,April_Check,L3-1,2013-11-15,0.7407175925925926,2,14
527,April_Check,L3-1,2013-11-15,0.809375,1,9
528,April_Check,L3-1,2013-11-16,0.13846064814814815,1,5
529,April_Check,L3-1,2013-11-16,0.17353009259259258,1,12
530,April_Check,L3-1,2013-11-17,0.18935185185185185,1,10
531,April_Check,L3-1,2013-11-18,0.18762731481481482,2,21
532,April_Check,L3-1,2013-11-18,0.8253125,1,8
533,April_Check,L3-1,2013-11-19,0.17908564814814815,1,11
534,April_Check,L3-1,2013-11-19,0.19359953703703703,1,9
535,April_Check,L3-1,2013-11-19,0.19756944444444444,1,2
536,April_Check,L3-1,2013-11-19,0.8612962962962963,2,5
537,April_Check,L3-1,2013-11-19,0.8819444444444444,1,5
538,April_Check,L3-1,2013-11-20,0.3353009259259259,1,4
539,April_Check,L3-1,2013-11-20,0.7696412037037037,1,12
540,April_Check,L3-1,2013-11-21,0.23212962962962963,1,5
541,April_Check,L3-1,2013-11-21,0.9679166666666666,1,20
542,April_Check,L3-1,2013-11-23,0.8569212962962963,1,5
543,April_Check,L3-1,2013-11-23,0.9028125,1,30
544,April_Check,L3-1,2013-11-23,0.9306828703703703,1,10
545,April_Check,L3-1,2013-11-24,0.007349537037037037,1,5
546,April_Check,L3-1,2013-11-24,0.20734953703703704,1,10
547,April_Check,L3-1,2013-11-25,0.23372685185185185,1,15
548,April_Check,L3-1,2013-11-25,0.24342592592592593,1,9
549,April_Check,L3-1,2013-11-25,0.3512037037037037,4,11
550,April_Check,L3-1,2013-11-26,0.17726851851851852,1,9
551,April_Check,L3-1,2013-11-28,0.3194560185185185,2,16
552,April_Check,L3-1,2013-11-28,0.3294097222222222,1,14
553,April_Check,L3-1,2013-11-28,0.9327430555555556,1,6
554,April_Check,L3-1,2013-11-29,0.0502662037037037,1,7
555,April_Check,L3-1,2013-11-29,0.38166666666666665,2,39
556,April_Check,L3-1,2013-11-29,0.9961921296296297,1,6
557,April_Check,L3-1,2013-11-30,0.06570601851851852,5,10
558,April_Check,L3-1,2013-11-30,0.36091435185185183,3,15
559,April_Check,L3-1,2013-11-30,0.36563657407407407,2,2
560,April_Check,L3-1,2013-11-30,0.7969907407407407,1,11
561,April_Check,L3-1,2013-12-01,0.07681712962962962,2,20
562,April_Check,L3-1,2013-12-01,0.3695601851851852,3,10
563,April_Check,L3-1,2013-12-01,0.7937152777777777,1,11
564,April_Check,L3-1,2013-12-01,0.8255439814814814,1,9
565,April_Check,L3-1,2013-12-02,0.048587962962962965,1,15
566,April_Check,L3-1,2013-12-02,0.3016666666666667,5,41
567,April_Check,L3-1,2013-12-03,0.23092592592592592,1,6
568,April_Check,L3-1,2013-12-03,0.8705555555555555,1,4
569,April_Check,L3-1,2013-12-04,0.1012037037037037,1,7
570,April_Check,L3-1,2013-12-07,0.3156365740740741,1,2
571,April_Check,L3-1,2013-12-07,0.7564930555555556,2,12
572,April_Check,L3-1,2013-12-08,0.32199074074074074,1,10
573,April_Check,L3-1,2013-12-09,0.08399305555555556,1,6
574,April_Check,L3-1,2013-12-09,0.33555555555555555,2,12
575,April_Check,L3-1,2013-12-11,0.3542708333333333,3,39
576,April_Check,L3-1,2013-12-12,0.7507523148148149,1,7
577,April_Check,L3-1,2013-12-12,0.7617361111111111,1,26
578,April_Check,L3-1,2013-12-12,0.8478819444444444,1,9
579,April_Check,L3-1,2013-12-13,0.040844907407407406,1,6
580,April_Check,L3-1,2013-12-13,0.3146412037037037,1,5
581,April_Check,L3-1,2013-12-15,0.010949074074074075,1,15
582,April_Check,L3-1,2013-12-15,0.14265046296296297,1,8
583,April_Check,L3-1,2013-12-16,0.31381944444444443,1,5
584,April_Check,L3-1,2013-12-16,0.7687152777777778,1,10
585,April_Check,L3-1,2013-12-17,0.24915509259259258,1,14
586,April_Check,L3-1,2013-12-17,0.3333564814814815,1,7
587,April_Check,L3-1,2013-12-18,0.15962962962962962,1,5
588,April_Check,L3-1,2013-12-20,0.5446296296296296,1,3
589,April_Check,L3-1,2013-12-21,0.2750810185185185,1,6
590,April_Check,L3-1,2013-12-21,0.35435185185185186,2,8
591,April_Check,L3-1,2013-12-21,0.715300925925926,1,9
592,April_Check,L3-1,2013-12-21,0.7921875,1,10
593,April_Check,L3-1,2013-12-21,0.8316203703703704,1,9
594,April_Check,L3-1,2013-12-26,0.7002199074074074,2,17
595,April_Check,L3-1,2013-12-26,0.7248032407407408,1,10
596,April_Check,L3-1,2013-12-26,0.8689583333333334,1,8
597,April_Check,L3-1,2013-12-27,0.3587268518518518,2,18
598,April_Check,L3-1,2013-12-28,0.0014930555555555556,1,8
599,April_Check,L3-1,2013-12-28,0.14833333333333334,1,5
600,April_Check,L3-1,2013-12-29,0.3340162037037037,1,7
601,April_Check,L3-1,2013-12-29,0.3562962962962963,4,26
602,April_Check,L3-1,2013-12-30,0.3203125,1,3
603,April_Check,L3-1,2013-12-31,5.439814814814814e-4,1,11
604,April_Check,L3-1,2013-12-31,0.9575462962962963,1,9
605,April_Check,L3-1,2013-12-31,0.9692824074074075,1,9
606,April_Check,L3-1,2014-01-01,0.20166666666666666,2,22
607,April_Check,L3-1,2014-01-01,0.2279050925925926,1,7
608,April_Check,L3-1,2014-01-01,0.35359953703703706,3,5
609,April_Check,L3-1,2014-01-01,0.36,2,6
610,April_Check,L3-1,2014-01-02,0.29108796296296297,1,10
611,April_Check,L3-1,2014-01-02,0.34596064814814814,3,26
612,April_Check,L3-1,2014-01-03,0.07524305555555555,1,8
613,April_Check,L3-1,2014-01-03,0.6592708333333334,3,5
614,April_Check,L3-1,2014-01-03,0.7583912037037037,2,20
615,April_Check,L3-1,2014-01-03,0.7996412037037037,2,25
616,April_Check,L3-1,2014-01-04,0.16769675925925925,1,10
617,April_Check,L3-1,2014-01-04,0.19748842592592591,1,5
618,April_Check,L3-1,2014-01-05,0.2991550925925926,1,19
619,April_Check,L3-1,2014-01-05,0.8239004629629629,1,27
620,April_Check,L3-1,2014-01-10,0.25855324074074076,1,1
621,April_Check,L3-1,2014-01-10,0.5374537037037037,1,5
622,April_Check,L3-1,2014-01-11,0.3049884259259259,1,10
623,April_Check,L3-1,2014-01-11,0.8150462962962963,1,2
624,April_Check,L3-1,2014-01-11,0.9049884259259259,1,5
625,April_Check,L3-1,2014-01-12,0.065625,1,10
626,April_Check,L3-1,2014-01-13,0.34672453703703704,1,17
627,April_Check,L3-1,2014-01-15,0.14041666666666666,1,5
628,April_Check,L3-1,2014-01-15,0.21145833333333333,1,10
629,April_Check,L3-1,2014-01-15,0.24373842592592593,2,17
630,April_Check,L3-1,2014-01-15,0.3236921296296296,1,5
631,April_Check,L3-1,2014-01-15,0.3983912037037037,1,12
632,April_Check,L3-1,2014-01-15,0.8705787037037037,1,5
633,April_Check,L3-1,2014-01-16,0.034513888888888886,1,20
634,April_Check,L3-1,2014-01-17,0.0821875,1,9
635,April_Check,L3-1,2014-01-17,0.3607986111111111,4,21
636,April_Check,L3-1,2014-01-19,0.17851851851851852,2,54
637,April_Check,L3-1,2014-01-19,0.18997685185185184,1,12
638,April_Check,L3-1,2014-01-19,0.7367592592592592,1,10
639,April_Check,L3-1,2014-01-19,0.7684837962962963,1,5
640,April_Check,L3-1,2014-01-21,0.2215625,1,6
641,April_Check,L3-1,2014-01-21,0.7762152777777778,1,9
642,April_Check,L3-1,2014-01-21,0.8011689814814815,3,30
643,April_Check,L3-1,2014-01-22,0.21340277777777777,1,10
644,April_Check,L3-1,2014-01-22,0.24936342592592592,2,10
645,April_Check,L3-1,2014-01-22,0.3511226851851852,1,2
646,April_Check,L3-1,2014-01-22,0.8631597222222223,1,9
647,April_Check,L3-1,2014-01-22,0.8688773148148148,1,19
648,April_Check,L3-1,2014-01-23,0.7207638888888889,1,10
649,April_Check,L3-1,2014-01-24,0.2559722222222222,2,32
650,April_Check,L3-1,2014-01-25,0.8755439814814815,1,17
651,April_Check,L3-1,2014-01-25,0.8821412037037037,1,2
652,April_Check,L3-1,2014-01-26,0.22552083333333334,3,9
653,April_Check,L3-1,2014-01-26,0.9627083333333334,1,15
654,April_Check,L3-1,2014-01-29,0.8688194444444445,1,10
655,April_Check,L3-1,2014-01-30,0.018020833333333333,3,56
656,April_Check,L3-1,2014-01-31,0.1854398148148148,2,17
657,April_Check,L3-1,2014-01-31,0.2309375,3,31
658,April_Check,L3-1,2014-02-03,0.25582175925925926,1,6
659,April_Check,L3-1,2014-02-03,0.31166666666666665,2,9
660,April_Check,L3-1,2014-02-04,0.770162037037037,1,5
661,April_Check,L3-1,2014-02-06,0.3754166666666667,2,11
662,April_Check,L3-1,2014-02-07,0.34965277777777776,4,26
663,April_Check,L3-1,2014-02-08,0.41564814814814816,1,13
664,April_Check,L3-1,2014-02-09,0.015636574074074074,1,3
665,April_Check,L3-1,2014-02-09,0.793599537037037,5,13
666,April_Check,L3-1,2014-02-10,0.25146990740740743,1,6
667,April_Check,L3-1,2014-02-12,0.8553125,1,8
668,April_Check,L3-1,2014-02-13,0.8227314814814815,1,30
669,April_Check,L3-1,2014-02-13,0.9552662037037037,3,34
670,April_Check,L3-1,2014-02-14,0.0051967592592592595,1,20
671,April_Check,L3-1,2014-02-14,0.8384837962962963,1,20
672,April_Check,L3-1,2014-02-15,0.3054398148148148,1,15
673,April_Check,L3-1,2014-02-15,0.9386458333333333,1,70
674,April_Check,L3-1,2014-02-15,0.9512962962962963,1,7
675,April_Check,L3-1,2014-02-15,0.9705787037037037,1,8
676,April_Check,L3-1,2014-02-15,0.9882638888888889,1,6
677,April_Check,L3-1,2014-02-16,0.051944444444444446,1,15
678,April_Check,L3-1,2014-02-19,0.7326851851851852,1,39
679,April_Check,L3-1,2014-02-19,0.8343981481481482,3,38
680,April_Check,L3-1,2014-02-19,0.8690740740740741,1,5
681,April_Check,L3-1,2014-02-20,0.3080324074074074,1,9
682,April_Check,L3-1,2014-02-21,0.8851967592592592,1,85
683,April_Check,L3-1,2014-02-21,0.9797106481481481,1,10
684,April_Check,L3-1,2014-02-22,0.7877662037037036,1,10
685,April_Check,L3-1,2014-02-23,0.11238425925925925,1,10
686,April_Check,L3-1,2014-02-23,0.8245601851851851,1,10
687,April_Check,L3-1,2014-02-24,0.863287037037037,1,5
688,April_Check,L3-1,2014-02-26,0.7372222222222222,1,35
689,April_Check,L3-1,2014-02-26,0.7418634259259259,1,10
690,April_Check,L3-1,2014-03-04,0.37719907407407405,1,5
691,April_Check,L3-1,2014-03-05,0.259537037037037,5,36
692,April_Check,L3-1,2014-03-08,0.8553819444444445,1,15
693,September_Check,M4-2,2014-04-24,0.9328356481481481,1,9
694,September_Check,M4-2,2014-04-27,0.40877314814814814,4,20
695,September_Check,M4-2,2014-04-27,0.9536574074074075,1,10
696,September_Check,M4-2,2014-04-28,0.4396875,4,10
697,September_Check,M4-2,2014-04-28,0.8095486111111111,2,3
698,September_Check,M4-2,2014-04-29,0.04443287037037037,4,10
699,September_Check,M4-2,2014-04-29,0.2015162037037037,3,11
700,September_Check,M4-2,2014-04-29,0.2583564814814815,1,5
701,September_Check,M4-2,2014-04-29,0.26238425925925923,1,5
702,September_Check,M4-2,2014-04-29,0.8443402777777778,1,5
703,September_Check,M4-2,2014-04-30,0.07141203703703704,1,8
704,September_Check,M4-2,2014-04-30,0.2985069444444444,4,22
705,September_Check,M4-2,2014-04-30,0.3043287037037037,1,5
706,September_Check,M4-2,2014-05-01,0.41886574074074073,2,5
707,September_Check,M4-2,2014-05-01,0.7355324074074074,1,4
708,September_Check,M4-2,2014-05-01,0.7547222222222222,1,5
709,September_Check,M4-2,2014-05-03,0.32210648148148147,2,7
710,September_Check,M4-2,2014-05-03,0.35875,2,28
711,September_Check,M4-2,2014-05-03,0.820150462962963,1,4
