episode,month_check,camera_id,date,max_count
655,September_Check,K3-1,2014-06-14,6
656,September_Check,K3-1,2014-06-14,5
657,September_Check,K3-1,2014-06-14,3
658,September_Check,K3-1,2014-06-14,1
659,September_Check,K3-1,2014-06-19,1
660,September_Check,K3-1,2014-06-19,1
661,September_Check,K3-1,2014-07-18,2
662,September_Check,K3-1,2014-07-18,1
663,September_Check,K3-1,2014-08-02,3
664,September_Check,K3-1,2014-08-02,2
665,September_Check,K3-1,2014-08-02,1
666,September_Check,K3-1,2014-08-29,1
667,September_Check,K3-1,2014-09-06,1
668,September_Check,K3-1,2014-09-07,1
669,September_Check,K3-1,2014-09-14,1
670,September_Check,K3-1,2014-09-15,1
671,September_Check,K3-1,2014-09-15,1
672,September_Check,K4-1,2014-04-24,1
673,September_Check,K4-1,2014-04-24,1
674,September_Check,K4-1,2014-04-26,1
675,September_Check,K4-1,2014-04-26,1
676,September_Check,K4-1,2014-04-26,1
677,September_Check,K4-1,2014-04-27,1
678,September_Check,K4-1,2014-04-27,1
679,September_Check,K4-1,2014-04-27,1
680,September_Check,K4-1,2014-04-28,1
681,September_Check,K4-1,2014-04-28,1
682,September_Check,K4-1,2014-04-28,1
683,September_Check,K4-1,2014-04-28,1
684,September_Check,K4-1,2014-04-29,1
685,September_Check,K4-1,2014-04-29,1
686,September_Check,K4-1,2014-04-29,1
687,September_Check,K4-1,2014-04-29,1
688,September_Check,K4-1,2014-04-30,5
689,September_Check,K4-1,2014-04-30,5
690,September_Check,K4-1,2014-04-30,4
691,September_Check,K4-1,2014-04-30,4
692,September_Check,K4-1,2014-04-30,4
693,September_Check,K4-1,2014-04-30,3
694,September_Check,K4-1,2014-04-30,3
695,September_Check,K4-1,2014-04-30,3
696,September_Check,K4-1,2014-04-30,2
697,September_Check,K4-1,2014-04-30,2
698,September_Check,K4-1,2014-04-30,2
699,September_Check,K4-1,2014-04-30,2
700,September_Check,K4-1,2014-04-30,2
701,September_Check,K4-1,2014-04-30,2
702,September_Check,K4-1,2014-04-30,1
703,September_Check,K4-1,2014-04-30,1
704,September_Check,K4-1,2014-04-30,1
705,September_Check,K4-1,2014-04-30,1
706,September_Check,K4-1,2014-04-30,1
707,September_Check,K4-1,2014-04-30,1
708,September_Check,K4-1,2014-04-30,1
709,September_Check,K4-1,2014-04-30,1
710,September_Check,K4-1,2014-04-30,1
711,September_Check,K4-1,2014-04-30,1
712,September_Check,K4-1,2014-04-30,1
713,September_Check,K4-1,2014-04-30,1
714,September_Check,K4-1,2014-04-30,1
715,September_Check,K4-1,2014-04-30,1
716,September_Check,K4-1,2014-04-30,1
717,September_Check,K4-1,2014-04-30,1
718,September_Check,K4-1,2014-04-30,1
719,September_Check,K4-1,2014-04-30,1
720,September_Check,K4-1,2014-04-30,1
721,September_Check,K4-1,2014-04-30,1
722,September_Check,K4-1,2014-05-01,6
723,September_Check,K4-1,2014-05-01,6
724,September_Check,K4-1,2014-05-01,5
725,September_Check,K4-1,2014-05-01,5
726,September_Check,K4-1,2014-05-01,5
727,September_Check,K4-1,2014-05-01,4
728,September_Check,K4-1,2014-05-01,4
729,September_Check,K4-1,2014-05-01,4
730,September_Check,K4-1,2014-05-01,4
731,September_Check,K4-1,2014-05-01,4
732,September_Check,K4-1,2014-05-01,3
733,September_Check,K4-1,2014-05-01,3
734,September_Check,K4-1,2014-05-01,3
735,September_Check,K4-1,2014-05-01,3
736,September_Check,K4-1,2014-05-01,2
737,September_Check,K4-1,2014-05-01,2
738,September_Check,K4-1,2014-05-01,2
739,September_Check,K4-1,2014-05-01,2
740,September_Check,K4-1,2014-05-01,2
741,September_Check,K4-1,2014-05-01,1
742,September_Check,K4-1,2014-05-01,1
743,September_Check,K4-1,2014-05-01,1
744,September_Check,K4-1,2014-05-01,1
745,September_Check,K4-1,2014-05-01,1
746,September_Check,K4-1,2014-05-01,1
747,September_Check,K4-1,2014-05-01,1
748,September_Check,K4-1,2014-05-01,1
749,September_Check,K4-1,2014-05-01,1
750,September_Check,K4-1,2014-05-01,1
751,September_Check,K4-1,2014-05-02,2
752,September_Check,K4-1,2014-05-02,2
753,September_Check,K4-1,2014-05-02,1
754,September_Check,K4-1,2014-05-02,1
755,September_Check,K4-1,2014-05-02,1
756,September_Check,K4-1,2014-05-03,4
757,September_Check,K4-1,2014-05-03,4
758,September_Check,K4-1,2014-05-03,3
759,September_Check,K4-1,2014-05-03,3
760,September_Check,K4-1,2014-05-03,3
761,September_Check,K4-1,2014-05-03,2
762,September_Check,K4-1,2014-05-03,2
763,September_Check,K4-1,2014-05-03,2
764,September_Check,K4-1,2014-05-03,2
765,September_Check,K4-1,2014-05-03,1
766,September_Check,K4-1,2014-05-03,1
767,September_Check,K4-1,2014-05-03,1
768,September_Check,K4-1,2014-05-03,1
769,September_Check,K4-1,2014-05-03,1
770,September_Check,K4-1,2014-05-04,1
771,September_Check,K4-1,2014-05-04,1
772,September_Check,K4-1,2014-05-04,1
773,September_Check,K4-1,2014-05-05,6
774,September_Check,K4-1,2014-05-05,4
775,September_Check,K4-1,2014-05-05,1
776,September_Check,K4-1,2014-05-05,1
777,September_Check,K4-1,2014-05-06,6
778,September_Check,K4-1,2014-05-06,3
779,September_Check,K4-1,2014-05-06,3
780,September_Check,K4-1,2014-05-06,2
781,September_Check,K4-1,2014-05-06,2
782,September_Check,K4-1,2014-05-06,1
783,September_Check,K4-1,2014-05-06,1
784,September_Check,K4-1,2014-05-06,1
785,September_Check,K4-1,2014-05-08,2
786,September_Check,K4-1,2014-05-08,1
787,September_Check,K4-1,2014-05-09,5
788,September_Check,K4-1,2014-05-09,4
789,September_Check,K4-1,2014-05-09,1
790,September_Check,K4-1,2014-05-09,1
791,September_Check,K4-1,2014-05-09,1
792,September_Check,K4-1,2014-05-09,1
793,September_Check,K4-1,2014-05-09,1
794,September_Check,K4-1,2014-05-10,2
795,September_Check,K4-1,2014-05-10,1
796,September_Check,K4-1,2014-05-10,1
797,September_Check,K4-1,2014-05-12,2
798,September_Check,K4-1,2014-05-12,2
799,September_Check,K4-1,2014-05-12,1
800,September_Check,K4-1,2014-05-12,1
801,September_Check,K4-1,2014-05-12,1
802,September_Check,K4-1,2014-05-12,1
803,September_Check,K4-1,2014-05-12,1
804,September_Check,K4-1,2014-05-12,1
805,September_Check,K4-1,2014-05-12,1
806,September_Check,K4-1,2014-05-14,5
807,September_Check,K4-1,2014-05-14,4
808,September_Check,K4-1,2014-05-14,2
809,September_Check,K4-1,2014-05-14,1
810,September_Check,K4-1,2014-05-14,1
811,September_Check,K4-1,2014-05-14,1
812,September_Check,K4-1,2014-05-14,1
813,September_Check,K4-1,2014-05-15,7
814,September_Check,K4-1,2014-05-15,3
815,September_Check,K4-1,2014-05-15,3
816,September_Check,K4-1,2014-05-15,2
817,September_Check,K4-1,2014-05-15,2
818,September_Check,K4-1,2014-05-15,1
819,September_Check,K4-1,2014-05-15,1
820,September_Check,K4-1,2014-05-15,1
821,September_Check,K4-1,2014-05-15,1
822,September_Check,K4-1,2014-05-15,1
823,September_Check,K4-1,2014-05-16,2
824,September_Check,K4-1,2014-05-16,1
825,September_Check,K4-1,2014-05-16,1
826,September_Check,K4-1,2014-05-16,1
827,September_Check,K4-1,2014-05-16,1
828,September_Check,K4-1,2014-05-16,1
829,September_Check,K4-1,2014-05-16,1
830,September_Check,K4-1,2014-05-17,1
831,September_Check,K4-1,2014-05-18,1
832,September_Check,K4-1,2014-05-19,1
833,September_Check,K4-1,2014-05-20,7
834,September_Check,K4-1,2014-05-20,4
835,September_Check,K4-1,2014-05-20,2
836,September_Check,K4-1,2014-05-20,1
837,September_Check,K4-1,2014-05-20,1
838,September_Check,K4-1,2014-05-20,1
839,September_Check,K4-1,2014-05-21,1
840,September_Check,K4-1,2014-05-24,1
841,September_Check,K4-1,2014-05-25,1
842,September_Check,K4-1,2014-05-26,1
843,September_Check,K4-1,2014-05-29,1
844,September_Check,K4-1,2014-05-30,3
845,September_Check,K4-1,2014-05-30,3
846,September_Check,K4-1,2014-05-30,2
847,September_Check,K4-1,2014-05-30,2
848,September_Check,K4-1,2014-05-30,1
849,September_Check,K4-1,2014-05-30,1
850,September_Check,K4-1,2014-05-30,1
851,September_Check,K4-1,2014-05-30,1
852,September_Check,K4-1,2014-05-31,2
853,September_Check,K4-1,2014-05-31,1
854,September_Check,K4-1,2014-05-31,1
855,September_Check,K4-1,2014-05-31,1
856,September_Check,K4-1,2014-06-03,1
857,September_Check,K4-1,2014-06-04,1
858,September_Check,K4-1,2014-06-04,1
859,September_Check,K4-1,2014-06-05,1
860,September_Check,K4-1,2014-06-05,1
861,September_Check,K4-1,2014-06-05,1
862,September_Check,K4-1,2014-06-05,1
863,September_Check,K4-1,2014-06-05,1
864,September_Check,K4-1,2014-06-05,1
865,September_Check,K4-1,2014-06-06,1
866,September_Check,K4-1,2014-06-08,2
867,September_Check,K4-1,2014-06-08,1
868,September_Check,K4-1,2014-06-09,3
869,September_Check,K4-1,2014-06-09,2
870,September_Check,K4-1,2014-06-09,2
871,September_Check,K4-1,2014-06-09,1
872,September_Check,K4-1,2014-06-09,1
873,September_Check,K4-1,2014-06-09,1
874,September_Check,K4-1,2014-06-11,1
875,September_Check,K4-1,2014-06-11,1
876,September_Check,K4-1,2014-06-13,1
877,September_Check,K4-1,2014-06-13,1
878,September_Check,K4-1,2014-06-13,1
879,September_Check,K4-1,2014-06-13,1
880,September_Check,K4-1,2014-06-13,1
881,September_Check,K4-1,2014-06-13,1
882,September_Check,K4-1,2014-06-14,1
883,September_Check,K4-1,2014-06-15,3
884,September_Check,K4-1,2014-06-15,2
885,September_Check,K4-1,2014-06-15,1
886,September_Check,K4-1,2014-06-15,1
887,September_Check,K4-1,2014-06-15,1
888,September_Check,K4-1,2014-06-15,1
889,September_Check,K4-1,2014-06-15,1
890,September_Check,K4-1,2014-06-16,1
891,September_Check,K4-1,2014-06-17,1
893,September_Check,M4-2,2014-04-24,1
894,September_Check,M4-2,2014-04-27,4
895,September_Check,M4-2,2014-04-27,3
896,September_Check,M4-2,2014-04-27,2
897,September_Check,M4-2,2014-04-27,1
898,September_Check,M4-2,2014-04-27,1
899,September_Check,M4-2,2014-04-28,4
900,September_Check,M4-2,2014-04-28,3
901,September_Check,M4-2,2014-04-28,2
902,September_Check,M4-2,2014-04-28,2
903,September_Check,M4-2,2014-04-28,1
904,September_Check,M4-2,2014-04-28,1
905,September_Check,M4-2,2014-04-29,4
906,September_Check,M4-2,2014-04-29,3
907,September_Check,M4-2,2014-04-29,2
908,September_Check,M4-2,2014-04-29,2
909,September_Check,M4-2,2014-04-29,1
910,September_Check,M4-2,2014-04-29,1
911,September_Check,M4-2,2014-04-29,1
912,September_Check,M4-2,2014-04-29,1
913,September_Check,M4-2,2014-04-29,1
914,September_Check,M4-2,2014-04-30,4
915,September_Check,M4-2,2014-04-30,1
916,September_Check,M4-2,2014-04-30,1
917,September_Check,M4-2,2014-04-30,1
919,September_Check,M4-2,2014-05-01,2
920,September_Check,M4-2,2014-05-01,1
921,September_Check,M4-2,2014-05-01,1
922,September_Check,M4-2,2014-05-01,1
923,September_Check,M4-2,2014-05-03,2
924,September_Check,M4-2,2014-05-03,2
925,September_Check,M4-2,2014-05-03,1
926,September_Check,M4-2,2014-05-03,1
927,September_Check,M4-2,2014-05-03,1
